time,driver,drivernumber,laptime,lapnumber,stint,pitouttime,pitintime,sector1time,sector2time,sector3time,sector1sessiontime,sector2sessiontime,sector3sessiontime,speedi1,speedi2,speedfl,speedst,ispersonalbest,compound,tyrelife,freshtyre,team,lapstarttime,lapstartdate,trackstatus,position,deleted,deletedreason,fastf1generated,isaccurate,lapstartdate_dt,time_s,time_td,laptime_s,laptime_td,pitouttime_s,pitouttime_td,pitintime_s,pitintime_td,sector1time_s,sector1time_td,sector2time_s,sector2time_td,sector3time_s,sector3time_td,sector1sessiontime_s,sector1sessiontime_td,sector2sessiontime_s,sector2sessiontime_td,sector3sessiontime_s,sector3sessiontime_td,lapstarttime_s,lapstarttime_td,pit_in_td,pit_out_td,pit_duration_s,grand_prix
0 days 00:31:26.629000,DEV,21,0 days 00:01:32.121000,5.0,2.0,nan,nan,0 days 00:00:29.382000,0 days 00:00:39.634000,0 days 00:00:23.105000,0 days 00:30:23.890000,0 days 00:31:03.524000,0 days 00:31:26.629000,240.0,270.0,285.0,315.0,True,SOFT,2.0,True,AlphaTauri,0 days 00:29:54.508000,2023-03-04 15:14:55.505,1,,False,nan,False,True,2023-03-04 15:14:55.505,1886.629,0 days 00:31:26.629000,92.121,0 days 00:01:32.121000,,,,,29.382,0 days 00:00:29.382000,39.634,0 days 00:00:39.634000,23.105,0 days 00:00:23.105000,1823.89,0 days 00:30:23.890000,1863.524,0 days 00:31:03.524000,1886.629,0 days 00:31:26.629000,1794.508,0 days 00:29:54.508000,,,,Bahrain GP 2023
0 days 00:33:15.393000,DEV,21,0 days 00:01:48.764000,6.0,2.0,nan,0 days 00:33:13.546000,0 days 00:00:33.895000,0 days 00:00:45.174000,0 days 00:00:29.695000,0 days 00:32:00.524000,0 days 00:32:45.698000,0 days 00:33:15.393000,216.0,239.0,,278.0,False,SOFT,3.0,True,AlphaTauri,0 days 00:31:26.629000,2023-03-04 15:16:27.626,1,,False,nan,False,False,2023-03-04 15:16:27.626,1995.393,0 days 00:33:15.393000,108.764,0 days 00:01:48.764000,,,1993.546,0 days 00:33:13.546000,33.895,0 days 00:00:33.895000,45.174,0 days 00:00:45.174000,29.695,0 days 00:00:29.695000,1920.524,0 days 00:32:00.524000,1965.698,0 days 00:32:45.698000,1995.393,0 days 00:33:15.393000,1886.629,0 days 00:31:26.629000,0 days 00:33:13.546000,,,Bahrain GP 2023
0 days 00:38:52.266000,DEV,21,nan,7.0,3.0,0 days 00:36:48.933000,nan,nan,0 days 00:00:52.598000,0 days 00:00:36.042000,nan,0 days 00:38:16.290000,0 days 00:38:52.399000,171.0,223.0,286.0,176.0,False,SOFT,1.0,True,AlphaTauri,0 days 00:33:15.393000,2023-03-04 15:18:16.390,1,,False,nan,False,False,2023-03-04 15:18:16.390,2332.266,0 days 00:38:52.266000,,,2208.933,0 days 00:36:48.933000,,,,,52.598,0 days 00:00:52.598000,36.042,0 days 00:00:36.042000,,,2296.29,0 days 00:38:16.290000,2332.399,0 days 00:38:52.399000,1995.393,0 days 00:33:15.393000,,0 days 00:36:48.933000,,Bahrain GP 2023
0 days 00:40:24.545000,DEV,21,0 days 00:01:32.279000,8.0,3.0,nan,nan,0 days 00:00:29.514000,0 days 00:00:39.699000,0 days 00:00:23.066000,0 days 00:39:21.780000,0 days 00:40:01.479000,0 days 00:40:24.545000,239.0,270.0,285.0,316.0,False,SOFT,2.0,True,AlphaTauri,0 days 00:38:52.266000,2023-03-04 15:23:53.263,1,,False,nan,False,True,2023-03-04 15:23:53.263,2424.545,0 days 00:40:24.545000,92.279,0 days 00:01:32.279000,,,,,29.514,0 days 00:00:29.514000,39.699,0 days 00:00:39.699000,23.066,0 days 00:00:23.066000,2361.78,0 days 00:39:21.780000,2401.479,0 days 00:40:01.479000,2424.545,0 days 00:40:24.545000,2332.266,0 days 00:38:52.266000,,,,Bahrain GP 2023
0 days 00:42:25.155000,DEV,21,0 days 00:02:00.610000,9.0,3.0,nan,0 days 00:42:23.333000,0 days 00:00:39.367000,0 days 00:00:50.144000,0 days 00:00:31.099000,0 days 00:41:03.912000,0 days 00:41:54.056000,0 days 00:42:25.155000,179.0,216.0,,260.0,False,SOFT,3.0,True,AlphaTauri,0 days 00:40:24.545000,2023-03-04 15:25:25.542,1,,False,nan,False,False,2023-03-04 15:25:25.542,2545.155,0 days 00:42:25.155000,120.61,0 days 00:02:00.610000,,,2543.333,0 days 00:42:23.333000,39.367,0 days 00:00:39.367000,50.144,0 days 00:00:50.144000,31.099,0 days 00:00:31.099000,2463.912,0 days 00:41:03.912000,2514.056,0 days 00:41:54.056000,2545.155,0 days 00:42:25.155000,2424.545,0 days 00:40:24.545000,0 days 00:42:23.333000,,,Bahrain GP 2023
0 days 00:30:41.688000,GAS,10,nan,1.0,1.0,0 days 00:28:29.629000,nan,nan,0 days 00:00:52.690000,0 days 00:00:34.617000,nan,0 days 00:30:07.143000,0 days 00:30:41.689000,205.0,217.0,289.0,64.0,False,SOFT,1.0,True,Alpine,0 days 00:28:29.629000,2023-03-04 15:13:30.626,1,,False,nan,False,False,2023-03-04 15:13:30.626,1841.688,0 days 00:30:41.688000,,,1709.629,0 days 00:28:29.629000,,,,,52.69,0 days 00:00:52.690000,34.617,0 days 00:00:34.617000,,,1807.143,0 days 00:30:07.143000,1841.689,0 days 00:30:41.689000,1709.629,0 days 00:28:29.629000,,0 days 00:28:29.629000,,Bahrain GP 2023
0 days 00:32:13.869000,GAS,10,0 days 00:01:32.181000,2.0,1.0,nan,nan,0 days 00:00:29.330000,0 days 00:00:39.764000,0 days 00:00:23.087000,0 days 00:31:11.018000,0 days 00:31:50.782000,0 days 00:32:13.869000,241.0,269.0,286.0,324.0,True,SOFT,2.0,True,Alpine,0 days 00:30:41.688000,2023-03-04 15:15:42.685,1,,False,nan,False,True,2023-03-04 15:15:42.685,1933.869,0 days 00:32:13.869000,92.181,0 days 00:01:32.181000,,,,,29.33,0 days 00:00:29.330000,39.764,0 days 00:00:39.764000,23.087,0 days 00:00:23.087000,1871.018,0 days 00:31:11.018000,1910.782,0 days 00:31:50.782000,1933.869,0 days 00:32:13.869000,1841.688,0 days 00:30:41.688000,,,,Bahrain GP 2023
0 days 00:34:06.375000,GAS,10,0 days 00:01:52.506000,3.0,1.0,nan,0 days 00:34:03.170000,0 days 00:00:33.458000,0 days 00:00:47.084000,0 days 00:00:31.964000,0 days 00:32:47.327000,0 days 00:33:34.411000,0 days 00:34:06.375000,209.0,210.0,,300.0,False,SOFT,3.0,True,Alpine,0 days 00:32:13.869000,2023-03-04 15:17:14.866,1,,False,nan,False,False,2023-03-04 15:17:14.866,2046.375,0 days 00:34:06.375000,112.506,0 days 00:01:52.506000,,,2043.17,0 days 00:34:03.170000,33.458,0 days 00:00:33.458000,47.084,0 days 00:00:47.084000,31.964,0 days 00:00:31.964000,1967.327,0 days 00:32:47.327000,2014.411,0 days 00:33:34.411000,2046.375,0 days 00:34:06.375000,1933.869,0 days 00:32:13.869000,0 days 00:34:03.170000,,,Bahrain GP 2023
0 days 00:39:15.464000,GAS,10,nan,4.0,2.0,0 days 00:36:54.776000,nan,nan,0 days 00:00:54.291000,0 days 00:00:45.228000,nan,0 days 00:38:30.275000,0 days 00:39:15.633000,184.0,196.0,287.0,96.0,False,SOFT,1.0,True,Alpine,0 days 00:34:06.375000,2023-03-04 15:19:07.372,1,,False,nan,False,False,2023-03-04 15:19:07.372,2355.464,0 days 00:39:15.464000,,,2214.776,0 days 00:36:54.776000,,,,,54.291,0 days 00:00:54.291000,45.228,0 days 00:00:45.228000,,,2310.275,0 days 00:38:30.275000,2355.633,0 days 00:39:15.633000,2046.375,0 days 00:34:06.375000,,0 days 00:36:54.776000,,Bahrain GP 2023
0 days 00:40:47.282000,GAS,10,0 days 00:01:31.818000,5.0,2.0,nan,nan,0 days 00:00:29.247000,0 days 00:00:39.412000,0 days 00:00:23.159000,0 days 00:39:44.711000,0 days 00:40:24.123000,0 days 00:40:47.282000,241.0,270.0,285.0,322.0,False,SOFT,2.0,True,Alpine,0 days 00:39:15.464000,2023-03-04 15:24:16.461,1,,True,TRACK LIMITS AT TURN 15 LAP 6,False,True,2023-03-04 15:24:16.461,2447.282,0 days 00:40:47.282000,91.818,0 days 00:01:31.818000,,,,,29.247,0 days 00:00:29.247000,39.412,0 days 00:00:39.412000,23.159,0 days 00:00:23.159000,2384.711,0 days 00:39:44.711000,2424.123,0 days 00:40:24.123000,2447.282,0 days 00:40:47.282000,2355.464,0 days 00:39:15.464000,,,,Bahrain GP 2023
0 days 00:42:41.848000,GAS,10,0 days 00:01:54.566000,6.0,2.0,nan,0 days 00:42:40.036000,0 days 00:00:36.951000,0 days 00:00:45.775000,0 days 00:00:31.840000,0 days 00:41:24.233000,0 days 00:42:10.008000,0 days 00:42:41.848000,207.0,218.0,,288.0,False,SOFT,3.0,True,Alpine,0 days 00:40:47.282000,2023-03-04 15:25:48.279,1,,False,nan,False,False,2023-03-04 15:25:48.279,2561.848,0 days 00:42:41.848000,114.566,0 days 00:01:54.566000,,,2560.036,0 days 00:42:40.036000,36.951,0 days 00:00:36.951000,45.775,0 days 00:00:45.775000,31.84,0 days 00:00:31.840000,2484.233,0 days 00:41:24.233000,2530.008,0 days 00:42:10.008000,2561.848,0 days 00:42:41.848000,2447.282,0 days 00:40:47.282000,0 days 00:42:40.036000,,,Bahrain GP 2023
